intron_ID,gene,sample_prefix,Ave,SE
XIII 551124 551203 -,RPL13B,RRP6,4.8333050000000003e-4,3.815075e-4
XIII 551952 552484 +,RPS16A,RRP6,1.7635066666666667e-4,5.343189411245352e-5
XIII 551952 552507 +,RPS16A,RRP6,0.0014772283333333333,3.636549452683287e-4
XIII 551952 552510 +,RPS16A,RRP6,3.125416666666667e-4,1.5377942590209454e-4
XIII 552063 552495 +,RPS16A,RRP6,1.6006400000000002e-4,7.2964e-5
XIII 651158 651620 +,RPL36A,RRP6,1.143315e-4,3.6931500000000004e-5
XIII 651161 651647 +,RPL36A,RRP6,9.332839999999999e-4,4.579171453865863e-4
XIII 732466 732849 +,RPS10B,RRP6,4.8200000000000006e-5,1.8400000000000003e-5
XIII 732466 732857 +,RPS10B,RRP6,7.219999999999999e-5,2.2699412620888087e-5
XIII 732466 732858 +,RPS10B,RRP6,2.26123e-4,3.727309931214915e-5
XIII 732466 732878 +,RPS10B,RRP6,2.690945e-4,3.051649999999998e-5
XIII 732466 732911 +,RPS10B,RRP6,0.0023780296666666666,8.392338412483403e-4
XIII 732467 732876 +,RPS10B,RRP6,6.223333333333333e-5,2.1027944370395425e-5
XIII 753743 754215 -,RPL20A,RRP6,0.004909361666666666,0.0017632697644057317
XIII 753743 754220 -,RPL20A,RRP6,0.05534876833333333,0.0551749813807283
XIV 144848 145254 -,IST1,RRP6,0.005550496,0.0016673902233109682
XIV 145181 145254 -,IST1,RRP6,0.002837022,2.0120999999999898e-5
XIV 185492 185566 +,VPS75,RRP6,0.012635898666666668,0.005678103829577422
XIV 185492 185578 +,VPS75,RRP6,0.030846508333333335,0.004142184036869695
XIV 331453 331837 +,RPL42A,RRP6,3.114396666666667e-4,1.2597746334210385e-4
XIV 331675 331837 +,RPL42A,RRP6,1.2180733333333333e-4,7.538115317357368e-5
XIV 350958 351060 +,LSM7,RRP6,0.015604482666666667,0.0027106159928086673
XIV 350958 351077 +,LSM7,RRP6,0.0040322905,5.235185000000001e-4
XIV 380681 380781 -,CPT1,RRP6,0.0018192459999999998,2.4481390416600116e-4
XIV 414912 414979 +,DBP2,RRP6,0.0018444306666666667,3.7944064994731975e-4
XIV 443355 444171 -,RPS7B,RRP6,3.0262033333333335e-4,7.681088743212848e-5
XIV 443829 444173 -,RPS7B,RRP6,1.2982100000000002e-4,6.164843529509354e-5
XIV 501157 501493 +,YNL066W_five_prime_UTR_intron,RRP6,0.002968727,0.0018245619999999998
XIV 557034 557684 +,GPI15,RRP6,0.0048175733333333335,8.257217125400731e-4
XIV 557575 557684 +,GPI15,RRP6,0.014784774,0.0022270361711066414
XIV 557611 557698 +,GPI15,RRP6,0.012574719666666666,0.0015415377390787786
XIV 63955 64450 -,RPL18B,RRP6,3.489323333333333e-4,1.0530548727762375e-4
XIV 63981 64450 -,RPL18B,RRP6,7.451080000000001e-4,3.214030060287759e-4
XIV 64056 64450 -,RPL18B,RRP6,2.66904e-4,1.15847e-4
XV 240935 241025 -,RRT8,RRP6,0.018130200666666665,0.007019154362278726
XV 240948 241172 -,RRT8,RRP6,0.017300241,0.005324192999999999
XV 505934 506336 +,RPS7A,RRP6,5.179353333333333e-4,4.7953538894271864e-4
XV 505938 505995 +,RPS7A,RRP6,1.03321e-4,6.452099999999999e-5
XV 505940 506340 +,RPS7A,RRP6,1.051365e-4,2.913649999999999e-5
XV 778858 779386 -,RPL33B,RRP6,1.975635e-4,7.448650000000001e-5
XV 778860 779252 -,RPL33B,RRP6,8.9775e-5,2.8274999999999996e-5
XV 780122 780278 +,snR17a_intron,RRP6,6.345e-5,1.6450000000000003e-5
XV 867078 867586 +,RPS10A,RRP6,7.29e-5,9.945015501915183e-6
XV 867150 867537 +,RPS10A,RRP6,1.7127166666666666e-4,4.01536544386408e-5
XV 867150 867539 +,RPS10A,RRP6,3.603333333333333e-5,7.126086661773845e-6
XV 867150 867589 +,RPS10A,RRP6,7.043026666666667e-4,2.0598726643600515e-4
XV 867151 867587 +,RPS10A,RRP6,7.823333333333333e-5,1.6259595457588864e-5
XV 867231 867586 +,RPS10A,RRP6,1.665945e-4,8.729449999999998e-5
XV 867398 867586 +,RPS10A,RRP6,3.2320799999999996e-4,9.64867060756731e-5
XV 900768 901194 -,RPL20B,RRP6,1.5653866666666668e-4,4.019548925909197e-5
XV 900785 901193 -,RPL20B,RRP6,2.9779966666666665e-4,1.4293081508470377e-4
XV 92440 92829 -,RPS19A,RRP6,9.0224e-5,3.3078547569887853e-5
XV 92441 92521 -,RPS19A,RRP6,2.774846666666667e-4,8.872630149948653e-6
XV 92444 92833 -,RPS19A,RRP6,7.284933333333333e-5,1.570891149775962e-5
XVI 115219 115298 +,YPL230W_five_prime_UTR_intron,RRP6,0.6434343436666666,0.039368030779612845
XVI 138726 138868 +,SAR1,RRP6,0.0012262703333333334,2.774040615818577e-4
XVI 173163 174072 +,RPL7B,RRP6,7.52471e-4,1.1633900000000001e-4
XVI 173666 174081 +,RPL7B,RRP6,0.006171139,0.002734713
XVI 218647 218721 +,SPT14,RRP6,0.08621257833333333,0.01592017395780681
XVI 282139 282663 +,RPL33A,RRP6,0.002159882,3.1467356851028975e-4
XVI 305307 305415 +,TAF14,RRP6,0.002145226666666667,5.996292530159321e-4
XVI 377996 378393 -,RPS6A,RRP6,1.4480466666666667e-4,2.8698206920371258e-5
XVI 378017 378389 -,RPS6A,RRP6,7.295e-5,1.925e-5
XVI 404941 405457 +,RPS9A,RRP6,0.001852919,0.001071058
XVI 404957 405467 +,RPS9A,RRP6,0.0017361186666666668,5.349800962133494e-4
XVI 406726 407067 +,RPL21B,RRP6,4.75798e-4,1.65913e-4
XVI 492948 493020 -,PHO85,RRP6,0.010995105,0.0010680503948901474
XVI 623578 623737 +,YOP1,RRP6,7.218023333333333e-4,1.615666276394286e-4
XVI 654168 654579 +,RPL43A,RRP6,4.74e-5,1.4773286702694157e-5
XVI 729321 729481 -,YPR098C,RRP6,0.007960035,0.002909529999999999
XVI 729354 729481 -,YPR098C,RRP6,0.011940135,0.0025197268944072097
XVI 75953 76223 -,RPL36B,RRP6,3.0006900000000003e-4,1.1844899999999998e-4
XVI 76004 76223 -,RPL36B,RRP6,7.356e-5,2.5210928847095925e-5
XVI 795030 795354 +,RPS23B,RRP6,4.215e-5,3.500000000000017e-7
XVI 795030 795377 +,RPS23B,RRP6,5.42e-5,1.4854741106237207e-5
XVI 795135 795394 +,RPS23B,RRP6,0.005250672,5.050719304953833e-4
